label,text,text_clean
ham,Shall i start from hear.,shall i start from hear.
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,haha but no money leh... later got to go for tuition... haha and looking for empty slots for driving lessons
ham,Aah bless! How's your arm?,aah bless! how's your arm?
spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,urgent! please call <PHONE> from a landline. å£5000 cash or a 4* holiday await collection. t &cs sae po box 177 m227xy. 16+
ham,Will be office around 4 pm. Now i am going hospital.,will be office around 4 pm. now i am going hospital.
ham,"K, can that happen tonight?","k, can that happen tonight?"
ham,ELLO BABE U OK?,ello babe u ok?
ham,"It's wylie, you in tampa or sarasota?","it's wylie, you in tampa or sarasota?"
ham,"K, if u bored up just come to my home..","k, if u bored up just come to my home.."
ham,Customer place i will call you.,customer place i will call you.
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!","sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish. as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there. she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife, my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!"
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),i want to tel u one thing u should not mistake me k this is the message that you sent:)
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,sorry! u can not unsubscribe yet. the mob offer package has a min term of 54 weeks> pls resubmit request after expiry. reply themob help 4 more info
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.","as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there."
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu","yeah, i'll leave in a couple minutes &amp; let you know when i get to mu"
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each","3 free tarot texts! find out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs å£1.50 each"
ham,Oh:)as usual vijay film or its different?,oh:)as usual vijay film or its different?
ham,Okie but i scared u say i fat... Then u dun wan me already...,okie but i scared u say i fat... then u dun wan me already...
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,as one of our registered subscribers u can enter the draw 4 a 100 g.b. gift voucher by replying with enter. to unsubscribe text stop
ham,"ItÛ÷s å£6 to get in, is that ok?","itû÷s å£6 to get in, is that ok?"
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel","rock yr chik. get 100's of filthy films &xxx pics on yr phone now. rply filth to 69669. saristar ltd, e14 9yt <PHONE>. 450p per 5 days. stop2 cancel"
ham,I dont want to hear anything,i dont want to hear anything
ham,Might ax well im there.,might ax well im there.
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,i'm still looking for a car to buy. and have not gone 4the driving test yet.
ham,Good Morning plz call me sir,good morning plz call me sir
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays,o. well uv causes mutations. sunscreen is like essential thesedays
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?","my friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,me too baby! i promise to treat you well! i bet you will take good care of me...
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,freemsg today's the day if you are ready! i'm horny & live in your town. i love sex fun & games! netcollex ltd 08700621170150p per msg reply stop to end
ham,When you are big..| God will bring success.,when you are big..| god will bring success.
ham,Those were my exact intentions,those were my exact intentions
ham,Just now saw your message.it k da:),just now saw your message.it k da:)
ham,"Sorry, I'll call later in meeting","sorry, i'll call later in meeting"
ham,Yes but I don't care cause I know its there!,yes but i don't care cause i know its there!
ham,Is that seriously how you spell his name?,is that seriously how you spell his name?
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv","freemsg hey there darling it's been 3 week's now and no word back! i'd like some fun you up for it still? tb ok! xxx std chgs to send, å£1.50 to rcv"
ham,First answer my question.,first answer my question.
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)","(and my man carlos is definitely coming by mu tonight, no excuses)"
ham,DO U WANT 2 MEET UP 2MORRO,do u want 2 meet up 2morro
ham,K.k..how is your sister kids?,k.k..how is your sister kids?
spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ","someone u know has asked our dating service 2 contact you! cant guess who? call <PHONE> now all will be revealed. pobox 7, s3xy 150p"
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,did u turn on the heater? the heater was on and set to &lt;#&gt; degrees.
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,err... cud do. i'm going to at 8pm. i haven't got a way to contact him until then.
ham,So i'm doing a list of buyers.,so i'm doing a list of buyers.
ham,No..but heard abt tat..,no..but heard abt tat..
ham,Do I? I thought I put it back in the box,do i? i thought i put it back in the box
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,anyway holla at me whenever you're around because i need an excuse to go creep on people in sarasota
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,omg if its not one thing its another. my cat has worms :/ when does this bad day end?
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,my darling sister. how are you doing. when's school resuming. is there a minimum wait period before you reapply? do take care
ham,Well good morning mr . Hows london treatin' ya treacle?,well good morning mr . hows london treatin' ya treacle?
ham,How is it possible to teach you. And where.,how is it possible to teach you. and where.
ham,I accidentally brought em home in the box,i accidentally brought em home in the box
ham,Oh great. I.ll disturb him more so that we can talk.,oh great. i.ll disturb him more so that we can talk.
ham,"Jay told me already, will do","jay told me already, will do"
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !,ringtone club: gr8 new polys direct to your mobile every week !
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send","accordingly. i repeat, just text the word ok on your mobile phone and send"
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.","you are everywhere dirt, on the floor, the windows, even on my shirt. and sometimes when i open my mouth, you are all that comes flowing out. i dream of my world without you, then half my chores are out too. a time of joy for me, lots of tv shows i.ll see. but i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
ham,Are you angry with me. What happen dear,are you angry with me. what happen dear
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !","hi, my love! how goes that day? fuck, this morning i woke and dropped my cell on the way down the stairs but it seems alright ... *phews* i miss you !"
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,its a big difference. &lt;#&gt; versus &lt;#&gt; every &lt;#&gt; hrs
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,ah you see. you have to be in the lingo. i will let you know wot on earth it is when has finished making it!
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,u free on sat rite? u wan 2 watch infernal affairs wif me n darren n mayb xy?
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,then its most likely called mittelschmertz. google it. if you dont have paracetamol dont worry it will go.
ham,"Excellent, I'll see what riley's plans are","excellent, i'll see what riley's plans are"
ham,Good. No swimsuit allowed :),good. no swimsuit allowed :)
ham,Huh means computational science... Y they like dat one push here n there...,huh means computational science... y they like dat one push here n there...
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,weightloss! no more girl friends. make loads of money on ebay or something. and give thanks to god.
ham,"And very importantly, all we discuss is between u and i only.","and very importantly, all we discuss is between u and i only."
ham,Yeah I'll try to scrounge something up,yeah i'll try to scrounge something up
ham,i want to grasp your pretty booty :),i want to grasp your pretty booty :)
ham,Shall i come to get pickle,shall i come to get pickle
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT","to review and keep the fantastic nokia n-gage game deck with club nokia, go 2 <URL> unsubscribe from alerts reply with the word out"
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,what to think no one saying clearly. ok leave no need to ask her. i will go if she come or not
ham,"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx","thatåõs alrite girl, u know gail is neva wrong!!take care sweet and donåõt worry.c u l8tr hun!love yaxxx"
ham,But pls dont play in others life.,but pls dont play in others life.
ham,Are you this much buzy,are you this much buzy
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?","it wont b until 2.15 as trying 2 sort house out, is that ok?"
ham,"Haha get used to driving to usf man, I know a lot of stoners","haha get used to driving to usf man, i know a lot of stoners"
ham,That's y we haf to combine n c how lor...,that's y we haf to combine n c how lor...
ham,You're gonna have to be way more specific than that,you're gonna have to be way more specific than that
ham,\Keep ur problems in ur heart,\keep ur problems in ur heart
ham,Oh ho. Is this the first time u use these type of words,oh ho. is this the first time u use these type of words
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...","dunno, my dad said he coming home 2 bring us out 4 lunch. yup i go w u lor. i call u when i reach school lor..."
ham,"Lol, oh you got a friend for the dog ?","lol, oh you got a friend for the dog ?"
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,congrats ! treat pending.i am not on mail for 2 days.will mail once thru.respect mother at home.check mails.
ham,Lol your always so convincing.,lol your always so convincing.
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,thanks honey but still haven't heard anything i will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
ham,Yay! You better not have told that to 5 other girls either.,yay! you better not have told that to 5 other girls either.
ham,"As in missionary hook up, doggy hook up, standing...|","as in missionary hook up, doggy hook up, standing...|"
ham,Lmao you know me so well...,lmao you know me so well...
ham,what is your account number?,what is your account number?
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max ,congratulations u can claim 2 vip row a tickets 2 c blu in concert in november or blu gift guaranteed call <PHONE> to claim ts&cs <URL> costå£3.75max
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,for sale - arsenal dartboard. good condition but no doubles or trebles!
ham,Can u look 4 me in da lib i got stuff havent finish yet.,can u look 4 me in da lib i got stuff havent finish yet.
ham,Ok lor...,ok lor...
ham,K:)k:)what are detail you want to transfer?acc no enough?,k:)k:)what are detail you want to transfer?acc no enough?
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,lol yes. our friendship is hanging on a thread cause u won't buy stuff.
ham,I want to be inside you every night...,i want to be inside you every night...
ham,Thats cool. Where should i cum? On you or in you? :),thats cool. where should i cum? on you or in you? :)
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,i'm on my way home. went to change batt 4 my watch then go shop a bit lor.
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,babe ! what are you doing ? where are you ? who are you talking to ? do you think of me ? are you being a good boy? are you missing me? do you love me ?
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.","its so common hearin how r u? wat r u doing? how was ur day? so let me ask u something different. did u smile today? if not, do it now.... gud evng."
ham,Reckon need to be in town by eightish to walk from * carpark.,reckon need to be in town by eightish to walk from * carpark.
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,no i don't have cancer. moms making a big deal out of a regular checkup aka pap smear
spam,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,congratulations you've won. you're a winner in our august å£1000 prize draw. call <PHONE> now. prize code 2309.
ham,Sounds great! Are you home now?,sounds great! are you home now?
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,important information 4 orange user 0796xxxxxx. today is ur lucky day!2 find out why log onto <URL> there's a fantastic prizeawaiting you!
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk","for ur chance to win a å£250 wkly shopping spree txt: shop to 80878. t's&c's <URL> custcare <PHONE>, 1x150p/wk"
ham,Dude just saw a parked car with its sunroof popped up. Sux,dude just saw a parked car with its sunroof popped up. sux
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,get ur 1st ringtone free now! reply to this msg with tone. gr8 top 20 tones to your phone every week just å£1.50 per wk 2 opt out send stop <PHONE>
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832","thank you, winner notified by sms. good luck! no future marketing reply stop to 84122 customer services <PHONE>"
ham,"Sorry,in meeting I'll call later","sorry,in meeting i'll call later"
ham,Why nothing. Ok anyway give me treat,why nothing. ok anyway give me treat
ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?","actually nvm, got hella cash, we still on for &lt;#&gt; ish?"
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,ree entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to get entry (std txt rate) t&c's apply <PHONE> for details 18+
ham,Yep get with the program. You're slacking.,yep get with the program. you're slacking.
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,freemsg:feelin kinda lnly hope u like 2 keep me company! jst got a cam moby wanna c my pic?txt or reply date to 82242 msg150p 2rcv hlp <PHONE> stop to 82242
ham,How come she can get it? Should b quite diff to guess rite...,how come she can get it? should b quite diff to guess rite...
ham,I surely dont forgot to come:)i will always be in touch in with you:-),i surely dont forgot to come:)i will always be in touch in with you:-)
ham,Its ok..come to my home it vl nice to meet and v can chat..,its ok..come to my home it vl nice to meet and v can chat..
ham,O shore are you takin the bus,o shore are you takin the bus
ham,I dont have that much image in class.,i dont have that much image in class.
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way","aight, i'm chillin in a friend's room so text me when you're on the way"
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,mark works tomorrow. he gets out at 5. his work is by your house so he can meet u afterwards.
ham,When are you going to ride your bike?,when are you going to ride your bike?
ham,S:-)if we have one good partnership going we will take lead:),s:-)if we have one good partnership going we will take lead:)
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,you didn't have to tell me that...now i'm thinking. plus he's going to stop all your runs
ham,"Oh, then your phone phoned me but it disconnected","oh, then your phone phoned me but it disconnected"
ham,will you like to be spoiled? :),will you like to be spoiled? :)
ham,Nope... C Ì_ then...,nope... c ì_ then...
ham,No but the bluray player can,no but the bluray player can
ham,Lol great now im getting hungry.,lol great now im getting hungry.
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.rakhesh
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","six chances to win cash! from 100 to 20,000 pounds txt> csh11 and send to 87575. cost 150p/day, 6days, 16+ tsandcs apply reply hl 4 info"
ham,All will come alive.better correct any good looking figure there itself..,all will come alive.better correct any good looking figure there itself..
ham,Aiyah ok wat as long as got improve can already wat...,aiyah ok wat as long as got improve can already wat...
ham,Dunno lei he neva say...,dunno lei he neva say...
ham,I am on the way to tirupur.,i am on the way to tirupur.
spam,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,urgent ur å£500 guaranteed award is still unclaimed! call <PHONE> now closingdate04/09/02 claimcode m39m51 å£1.50pmmorefrommobile2bremoved-mobypobox734ls27yf
ham,Think + da. You wil do.,think + da. you wil do.
ham,"Yup. Anything lor, if u dun wan it's ok...","yup. anything lor, if u dun wan it's ok..."
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy","did i forget to tell you ? i want you , i need you, i crave you ... but most of all ... i love you my sweet arabian steed ... mmmmmm ... yummy"
ham,Jus finish blowing my hair. U finish dinner already?,jus finish blowing my hair. u finish dinner already?
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,no. its not specialisation. can work but its slave labor. will look for it this month sha cos no shakara 4 beggar.
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,jus finish my lunch on my way home lor... i tot u dun wan 2 stay in sch today...
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,i lost 4 pounds since my doc visit last week woot woot! now i'm gonna celebrate by stuffing my face!
ham,Kent vale lor... ÌÏ wait 4 me there ar?,kent vale lor... ìï wait 4 me there ar?
spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,call <PHONE> & listen to extreme dirty live chat going on in the office right now total privacy no one knows your [sic] listening 60p min 24/7mp <PHONE>+
ham,I think its far more than that but find out. Check google maps for a place from your dorm.,i think its far more than that but find out. check google maps for a place from your dorm.
ham,So u workin overtime nigpun?,so u workin overtime nigpun?
ham,"Nope. Since ayo travelled, he has forgotten his guy","nope. since ayo travelled, he has forgotten his guy"
spam,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU","urgent! your mobile no <PHONE> was awarded a å£2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call <PHONE> box95qu"
ham,"Haven't seen my facebook, huh? Lol!","haven't seen my facebook, huh? lol!"
ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay","height of \oh shit....!!\"" situation: a guy throws a luv letter on a gal but falls on her brothers head whos a gay"
ham,Watching ajith film ah?,watching ajith film ah?
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,hey girl. how r u? hope u r well me an del r bak! again long time no c! give me a call sum time from lucyxx
ham,Lol no. U can trust me.,lol no. u can trust me.
ham,I'm already back home so no probably not,i'm already back home so no probably not
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2","depends on quality. if you want the type i sent boye, faded glory, then about 6. if you want ralphs maybe 2"
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,hi. customer loyalty offer:the new nokia6650 mobile from only å£10 at txtauction! txt word: start to no: 81151 & get yours now! 4t&ctxt tc 150p/mtmsg
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!","new theory: argument wins d situation, but loses the person. so dont argue with ur friends just.. . . . kick them &amp; say, i'm always correct.!"
ham,Pls confirm the time to collect the cheque.,pls confirm the time to collect the cheque.
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.","goodmorning, today i am late for &lt;decimal&gt; min."
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""","superb thought- \be grateful that u dont have everything u want. that means u still have an opportunity to be happier tomorrow than u are today.\"":-)"""
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,ok give me 5 minutes i think i see her. btw you're my alibi. you were cutting my hair the whole time.
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,message from . i am at truro hospital on ext. you can phone me here. as i have a phone by my side
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,&lt;#&gt; ish minutes was 5 minutes ago. wtf.
ham,Ard 6 like dat lor.,ard 6 like dat lor.
ham,LOL ... Have you made plans for new years?,lol ... have you made plans for new years?
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL","dont search love, let love find u. thats why its called falling in love, bcoz u dont force yourself, u just fall and u know there is smeone to hold u... bslvyl"
ham,how tall are you princess?,how tall are you princess?
ham,You should change your fb to jaykwon thuglyfe falconerf,you should change your fb to jaykwon thuglyfe falconerf
ham,Thats cool. How was your day?,thats cool. how was your day?
ham,Oh god i am happy to see your message after 3 days,oh god i am happy to see your message after 3 days
ham,"Princess, is your kitty shaved or natural?","princess, is your kitty shaved or natural?"
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,dont make ne plans for nxt wknd coz she wants us to come down then ok
ham,You still at grand prix?,you still at grand prix?
ham,"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.","iåõm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! take care & spk sn x."
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,i wish! i don't think its gonna snow that much. but it will be more than those flurries we usually get that melt before they hit the ground. eek! we haven't had snow since &lt;#&gt; before i was even born!
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,lol i have to take it. member how i said my aunt flow didn't visit for 6 months? it's cause i developed ovarian cysts. bc is the only way to shrink them.
ham,Yupz... I've oredi booked slots 4 my weekends liao... ,yupz... i've oredi booked slots 4 my weekends liao...
ham,"Arms fine, how's Cardiff and uni? ","arms fine, how's cardiff and uni?"
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,a å£400 xmas reward is waiting for you! our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. just call <PHONE>
ham,Love it! The girls at the office may wonder why you are smiling but sore...,love it! the girls at the office may wonder why you are smiling but sore...
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,no i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),call <PHONE> and send our girls into erotic ecstacy. just 60p/min. to stop texts call <PHONE> (nat rate)
ham,Dai what this da.. Can i send my resume to this id.,dai what this da.. can i send my resume to this id.
ham,Y so late but i need to go n get da laptop...,y so late but i need to go n get da laptop...
ham,You see the requirements please,you see the requirements please
ham,Yup next stop.,yup next stop.
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)","whenevr ur sad, whenevr ur gray, remembr im here 2 listn 2 watevr u wanna say, jus walk wid me a little while,&amp; i promise i'll bring back ur smile.:-)"
ham,Ew are you one of them?,ew are you one of them?
ham,My exam is for february 4. Wish you a great day.,my exam is for february 4. wish you a great day.
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,themob>yo yo yo-here comes a new selection of hot downloads for our members to get for free! just click & open the next link sent to ur fone...
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,this is wishing you a great day. moji told me about your offer and as always i was speechless. you offer so easily to go to great lengths on my behalf and its stunning. my exam is next friday. after that i will keep in touch more. sorry.
ham,Fine. Do you remember me.,fine. do you remember me.
ham,Can i get your opinion on something first?,can i get your opinion on something first?
ham,Yes baby! We can study all the positions of the kama sutra ;),yes baby! we can study all the positions of the kama sutra ;)
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,ok. not sure what time tho as not sure if can get to library before class. will try. see you at some point! have good eve.
ham,I said its okay. Sorry,i said its okay. sorry
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,its a valentine game. . . send dis msg to all ur friends. .. if 5 answers r d same then someone really loves u. ques- which colour suits me the best?rply me
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?","yo carlos, a few friends are already asking me about you, you working at all this weekend?"
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,darren was saying dat if u meeting da ge den we dun meet 4 dinner. cos later u leave xy will feel awkward. den u meet him 4 lunch lor.
ham,I love to cuddle! I want to hold you in my strong arms right now...,i love to cuddle! i want to hold you in my strong arms right now...
ham,K go and sleep well. Take rest:-).,k go and sleep well. take rest:-).
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,ummma.will call after check in.our life will begin from qatar so pls pray very hard.
ham,My sister going to earn more than me da.,my sister going to earn more than me da.
ham,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,hey loverboy! i love you !! i had to tell ... i look at your picture and ache to feel you between my legs ... fuck i want you ... i need you ... i crave you .
ham,Thats cool. I want to please you...,thats cool. i want to please you...
ham,Ding me on ya break fassyole! Blacko from londn,ding me on ya break fassyole! blacko from londn
ham,Thanks honey. Have a great day.,thanks honey. have a great day.
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,that's good. lets thank god. please complete the drug. have lots of water. and have a beautiful day.
